frame,ball_id,x_3d,y_3d,z_3d,reproj_error_cam1,reproj_error_cam2
0,0,1275.7644067004148,-252.58478806767877,-714.9663283660504,[ 9.76783819  9.42951248 10.21836168],[10.08881019  9.72023782 10.54058154]
0,1,1220.3452663448413,-102.26504677590985,-746.8598671926023,[ 9.76783819  9.42951248 10.21836168],[10.08881019  9.72023782 10.54058154]
0,2,1279.2660432170758,43.12553805656555,-794.4648554243178,[ 9.76783819  9.42951248 10.21836168],[10.08881019  9.72023782 10.54058154]
