frame,ball_id,x_3d,y_3d,z_3d,reproj_error_cam1,reproj_error_cam2
0,0,1254.318786031086,-234.28519781854828,166.77907436562523,[0.72822131 0.90763724 0.18469939 1.0756092 ],[0.75418045 0.93835834 0.19107443 1.1099012 ]
0,1,1203.765848273619,-85.55151831952219,122.12174517995925,[0.72822131 0.90763724 0.18469939 1.0756092 ],[0.75418045 0.93835834 0.19107443 1.1099012 ]
0,2,1262.3835422480324,54.11114409099487,69.20901174653063,[0.72822131 0.90763724 0.18469939 1.0756092 ],[0.75418045 0.93835834 0.19107443 1.1099012 ]
0,3,1173.545350084103,204.4329985433519,52.02002193686245,[0.72822131 0.90763724 0.18469939 1.0756092 ],[0.75418045 0.93835834 0.19107443 1.1099012 ]
